35	1.18588	1.19768	-0.0117998
36	1.18192	1.19333	-0.0114106
37	1.17833	1.18885	-0.0105181
38	1.17506	1.18423	-0.0091671
39	1.17207	1.17947	-0.00739596
40	1.16931	1.17453	-0.00521911
41	1.1602	1.16944	-0.00924603
42	1.15195	1.16418	-0.0122289
43	1.1445	1.15875	-0.0142459
44	1.13776	1.15313	-0.0153706
45	1.13164	1.14731	-0.0156701
46	1.12608	1.14129	-0.0152046
47	1.12102	1.13512	-0.0140956
48	1.11639	1.12869	-0.0122961
49	1.11214	1.12203	-0.00988802
50	1.10823	1.11514	-0.006908
51	1.09591	1.108	-0.0120918
52	1.08456	1.1006	-0.0160384
53	1.07413	1.09293	-0.0187987
54	1.06456	1.08498	-0.0204251
55	1.05577	1.07674	-0.0209706
56	1.0477	1.06819	-0.0204869
57	1.04029	1.05931	-0.0190241
