35	1.19647	1.19768	-0.00120766
36	1.19208	1.19333	-0.00125124
37	1.18764	1.18885	-0.00121258
38	1.18298	1.18423	-0.001254
39	1.17816	1.17947	-0.00130137
40	1.17319	1.17453	-0.00133844
41	1.16806	1.16944	-0.00138512
42	1.16275	1.16418	-0.0014332
43	1.15732	1.15875	-0.00142502
44	1.15167	1.15313	-0.00146324
45	1.14581	1.14731	-0.00149799
46	1.13976	1.14129	-0.00152612
47	1.1335	1.13512	-0.00161265
48	1.12703	1.12869	-0.00165812
49	1.12033	1.12203	-0.0016996
50	1.1134	1.11514	-0.00174123
51	1.10621	1.108	-0.00178276
52	1.09878	1.1006	-0.00182392
53	1.09099	1.09293	-0.00193762
54	1.08301	1.08498	-0.00197209
55	1.07473	1.07674	-0.00200516
56	1.06615	1.06819	-0.00203644
57	1.05725	1.05931	-0.00206549
